"timestamp","value"
"1514761200","2.7"
"1514762100","3.0"
"1514763000","2.7"
"1514763900","2.1"
"1514764800","0.9"
"1514765700","0.9"
"1514766600","0.9"
"1514767500","0.9"
"1514768400","0.9"
"1514769300","0.9"
"1514770200","0.9"
"1514771100","0.9"
"1514772000","0.9"
"1514772900","0.9"
"1514773800","0.9"
"1514774700","0.9"
"1514775600","0.9"
"1514776500","0.9"
"1514777400","0.9"
"1514778300","1.2"
"1514779200","0.3"
"1514780100","0.9"
"1514781000","2.1"
"1514781900","2.4"
"1514782800","1.8"
"1514783700","0.6"
"1514784600","0.6"
"1514785500","0.3"
"1514786400","0.3"
"1514787300","0.6"
"1514788200","0.3"
"1514789100","0.3"
"1514790000","1.2"
"1514790900","2.1"
"1514791800","2.4"
"1514792700","2.1"
"1514793600","2.4"
"1514794500","2.1"
"1514795400","1.8"
"1514796300","2.1"
"1514797200","1.5"
"1514798100","1.8"
"1514799000","0.6"
"1514799900","0.0"
"1514800800","0.0"
"1514801700","0.3"
"1514802600","0.0"
"1514803500","0.0"
"1514804400","0.0"
"1514805300","0.0"
"1514806200","0.0"
"1514807100","0.0"
"1514808000","0.0"
"1514808900","0.0"
"1514809800","0.0"
"1514810700","0.0"
"1514811600","0.0"
"1514812500","0.0"
"1514813400","0.0"
"1514814300","0.0"
"1514815200","0.0"
"1514816100","0.0"
"1514817000","0.0"
"1514817900","0.3"
"1514818800","0.3"
"1514819700","0.3"
"1514820600","0.3"
"1514821500","0.6"
"1514822400","2.1"
"1514823300","2.1"
"1514824200","2.4"
"1514825100","2.1"
"1514826000","2.4"
"1514826900","2.1"
"1514827800","2.4"
"1514828700","2.1"
"1514829600","2.4"
"1514830500","2.4"
"1514831400","1.2"
"1514832300","0.3"
"1514833200","0.9"
"1514834100","0.9"
"1514835000","0.9"
"1514835900","0.9"
"1514836800","0.9"
"1514837700","0.9"
"1514838600","0.9"
"1514839500","0.9"
"1514840400","0.9"
"1514841300","0.9"
"1514842200","0.9"
"1514843100","0.9"
"1514844000","0.9"
"1514844900","0.9"
"1514845800","0.9"
"1514846700","1.5"
"1514847600","2.7"
"1514848500","2.7"
"1514849400","2.7"
"1514850300","3.0"
"1514851200","2.7"
"1514852100","2.7"
"1514853000","3.0"
"1514853900","2.7"
"1514854800","2.7"
"1514855700","3.0"
"1514856600","2.7"
"1514857500","1.5"
"1514858400","0.9"
"1514859300","1.2"
"1514860200","0.9"
"1514861100","1.2"
"1514862000","0.9"
"1514862900","0.9"
"1514863800","0.9"
"1514864700","0.9"
"1514865600","0.3"
"1514866500","0.3"
"1514867400","0.3"
"1514868300","0.6"
"1514869200","0.3"
"1514870100","0.6"
"1514871000","2.1"
"1514871900","2.4"
"1514872800","2.4"
"1514873700","2.4"
"1514874600","2.4"
"1514875500","2.1"
"1514876400","2.7"
"1514877300","2.4"
"1514878200","2.1"
"1514879100","2.4"
"1514880000","2.1"
"1514880900","2.4"
"1514881800","2.1"
"1514882700","2.1"
"1514883600","2.1"
"1514884500","2.1"
"1514885400","1.8"
"1514886300","1.8"
"1514887200","1.8"
"1514888100","1.2"
"1514889000","1.2"
"1514889900","0.6"
"1514890800","0.0"
"1514891700","0.0"
"1514892600","0.0"
"1514893500","0.0"
"1514894400","0.0"
"1514895300","0.0"
"1514896200","0.0"
"1514897100","0.0"
"1514898000","0.0"
"1514898900","0.3"
"1514899800","0.0"
"1514900700","0.0"
"1514901600","0.0"
"1514902500","0.0"
"1514903400","0.0"
"1514904300","0.0"
"1514905200","0.0"
"1514906100","0.3"
"1514907000","0.3"
"1514907900","0.3"
"1514908800","0.6"
"1514909700","1.8"
"1514910600","2.1"
"1514911500","2.4"
"1514912400","2.1"
"1514913300","2.4"
"1514914200","2.1"
"1514915100","2.4"
"1514916000","2.1"
"1514916900","2.4"
"1514917800","2.4"
"1514918700","2.1"
"1514919600","3.0"
"1514920500","3.0"
"1514921400","2.7"
"1514922300","3.0"
"1514923200","3.0"
"1514924100","2.7"
"1514925000","2.7"
"1514925900","3.0"
"1514926800","2.7"
"1514927700","2.4"
"1514928600","0.9"
"1514929500","0.9"
"1514930400","0.9"
"1514931300","1.8"
"1514932200","2.7"
"1514933100","2.7"
"1514934000","2.7"
"1514934900","3.0"
"1514935800","2.7"
"1514936700","3.0"
"1514937600","2.7"
"1514938500","2.7"
"1514939400","3.0"
"1514940300","2.7"
"1514941200","2.7"
"1514942100","3.0"
"1514943000","2.7"
"1514943900","2.7"
"1514944800","2.7"
"1514945700","3.0"
"1514946600","2.7"
"1514947500","2.7"
"1514948400","3.0"
"1514949300","2.7"
"1514950200","2.7"
"1514951100","3.0"
"1514952000","2.1"
"1514952900","2.4"
"1514953800","2.1"
"1514954700","1.5"
"1514955600","0.6"
"1514956500","0.3"
"1514957400","0.3"
"1514958300","0.6"
"1514959200","0.3"
"1514960100","0.3"
"1514961000","0.3"
"1514961900","0.6"
"1514962800","0.3"
"1514963700","0.3"
"1514964600","0.3"
"1514965500","0.6"
"1514966400","0.6"
"1514967300","0.3"
"1514968200","0.3"
"1514969100","0.3"
"1514970000","0.3"
"1514970900","0.0"
"1514971800","0.3"
"1514972700","0.3"
"1514973600","0.0"
"1514974500","0.6"
"1514975400","0.3"
"1514976300","0.3"
"1514977200","0.3"
"1514978100","0.3"
"1514979000","0.3"
"1514979900","2.1"
"1514980800","1.8"
"1514981700","0.9"
"1514982600","0.6"
"1514983500","0.6"
"1514984400","0.9"
"1514985300","2.1"
"1514986200","2.1"
"1514987100","2.4"
"1514988000","1.2"
"1514988900","0.6"
"1514989800","0.3"
"1514990700","1.2"
"1514991600","2.1"
"1514992500","2.4"
"1514993400","2.4"
"1514994300","2.1"
"1514995200","2.4"
"1514996100","2.4"
"1514997000","2.4"
"1514997900","2.1"
"1514998800","1.5"
"1514999700","0.3"
"1515000600","0.3"
"1515001500","0.6"
"1515002400","0.3"
